id	population	species	state	country	sex	longitude	latitude
felipe2-22-006	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-007	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-008	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-009	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-010	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-011	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-012	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-013	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-014	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-015	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-016	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-017	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-018	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-019	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-020	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-021	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-022	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-023	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-024	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-025	felipe2	Distichlis_palmeri	BCA	MX	female	-114.8206499	30.9830833
felipe2-22-026	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-027	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-028	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-029	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-030	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-031	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-032	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-033	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-034	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-035	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-036	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-037	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-038	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-039	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
felipe2-22-040	felipe2	Distichlis_palmeri	BCA	MX	male	-114.8206499	30.9830833
gato-22-001	gato	Distichlis_palmeri	BCS	MX	unknown	-110.31266	24.25065
gato-22-002	gato	Distichlis_palmeri	BCS	MX	unknown	-110.31266	24.25065
gato-22-003	gato	Distichlis_palmeri	BCS	MX	unknown	-110.31266	24.25065
gato-22-004	gato	Distichlis_palmeri	BCS	MX	unknown	-110.31266	24.25065
gato-22-005	gato	Distichlis_palmeri	BCS	MX	unknown	-110.31266	24.25065
gato-22-006	gato	Distichlis_palmeri	BCS	MX	unknown	-110.31266	24.25065
gato-22-007	gato	Distichlis_palmeri	BCS	MX	unknown	-110.31266	24.25065
gato-22-008	gato	Distichlis_palmeri	BCS	MX	unknown	-110.31266	24.25065
gato-22-009	gato	Distichlis_palmeri	BCS	MX	unknown	-110.31266	24.25065
gato-22-010	gato	Distichlis_palmeri	BCS	MX	unknown	-110.31266	24.25065
gonzaga-22-001	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-002	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-003	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-004	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-005	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-006	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-007	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-008	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-009	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-010	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-011	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-012	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-013	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-014	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-015	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-016	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-017	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-018	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-019	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-020	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-021	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-022	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-023	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-024	gonzaga	Distichlis_palmeri	BCA	MX	female	-114.397868	29.7939916
gonzaga-22-025	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-028	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-029	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-030	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-031	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
gonzaga-22-032	gonzaga	Distichlis_palmeri	BCA	MX	unknown	-114.397868	29.7939916
kino-22-003	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-004	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-005	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-006	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-007	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-008	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-009	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-010	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-011	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-012	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-013	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-014	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-015	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-016	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-017	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-018	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-019	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-020	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-021	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-022	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-023	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-024	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-025	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-026	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-027	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-028	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-029	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-030	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-031	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-032	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-033	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-034	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-035	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-036	kino	Distichlis_palmeri	SON	MX	male	-111.9266183	28.8118766
kino-22-037	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-038	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-039	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-040	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-041	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-042	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-043	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-044	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-045	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-046	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-047	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-048	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-049	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-050	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-051	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
kino-22-052	kino	Distichlis_palmeri	SON	MX	female	-111.9266183	28.8118766
mona-22-001	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-002	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-003	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-004	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-005	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-006	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-007	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-008	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-009	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-010	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-011	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-012	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-013	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-014	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-015	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-016	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-017	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-018	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-019	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-020	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-021	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-022	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-023	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-024	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-025	mona	Distichlis_palmeri	BCA	MX	unknown	-113.4937283	28.8869716
mona-22-026	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-027	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-028	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-029	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
mona-22-030	mona	Distichlis_palmeri	BCA	MX	male	-113.4937283	28.8869716
montague-22-001	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-002	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-003	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-004	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-005	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-006	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-007	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-008	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-009	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-010	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-011	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-012	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-013	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-014	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-015	montague	Distichlis_palmeri	BCA	MX	female	-114.687824	31.690323
montague-22-016	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-017	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-018	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-019	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-020	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-021	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-022	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-023	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-024	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-025	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-026	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-027	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-028	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-029	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
montague-22-030	montague	Distichlis_palmeri	BCA	MX	male	-114.687824	31.690323
navopatia-22-001	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-002	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-003	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-004	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-005	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-006	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-007	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-008	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-009	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-010	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-011	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-012	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-013	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-014	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-015	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-016	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-017	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-018	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-019	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-020	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-021	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-022	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-023	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-024	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-025	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-026	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-027	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-028	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
navopatia-22-029	navopatia	Distichlis_palmeri	SON	MX	unknown	-109.237828	26.401961
starosa-22-001	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-002	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-003	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-004	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-005	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-006	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-007	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-008	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-009	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-010	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-011	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-012	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-013	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-014	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-015	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-016	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-017	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-018	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-019	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-020	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-021	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-022	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-023	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-024	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-025	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-026	starosa	Distichlis_palmeri	SON	MX	unknown	-112.1605716	28.9748083
starosa-22-027	starosa	Distichlis_palmeri	SON	MX	male	-112.1605716	28.9748083
starosa-22-028	starosa	Distichlis_palmeri	SON	MX	unknown	-112.1605716	28.9748083
starosa-22-029	starosa	Distichlis_palmeri	SON	MX	unknown	-112.1605716	28.9748083
starosa-22-032	starosa	Distichlis_palmeri	SON	MX	unknown	-112.1605716	28.9748083
starosa-22-034	starosa	Distichlis_palmeri	SON	MX	unknown	-112.1605716	28.9748083
starosa-22-035	starosa	Distichlis_palmeri	SON	MX	unknown	-112.1605716	28.9748083
starosa-22-036	starosa	Distichlis_palmeri	SON	MX	unknown	-112.1605716	28.9748083
starosa-22-037	starosa	Distichlis_palmeri	SON	MX	unknown	-112.1605716	28.9748083
starosa-22-038	starosa	Distichlis_palmeri	SON	MX	unknown	-112.1605716	28.9748083
starosa-22-039	starosa	Distichlis_palmeri	SON	MX	unknown	-112.1605716	28.9748083
2021-KS-Q1	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q10	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q11	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q12	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q13	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q14	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q15	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q18	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q2	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q21	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q23	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q24	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q25	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q27	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q28	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q3	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q32	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q33	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q35	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q36	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q37	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q4	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q40	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q5	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q6	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q7	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q8	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
2021-KS-Q9	2021_KS	Distichlis_spicata	KS	US	unknown	-98.49	38.08
Granite2018-001	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-002	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-003	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-004	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-005	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-006	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-007	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-008	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-009	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-010	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-011	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
Granite2018-012	Granite	Distichlis_spicata	UT	US	unknown	-112.03	41.04
GreatBasin-001	Great_Basin	Distichlis_spicata	NV	US	unknown	-117.224	38.8026
GreatBasin-002	Great_Basin	Distichlis_spicata	NV	US	unknown	-117.224	38.8026
GreatBasin-003	Great_Basin	Distichlis_spicata	NV	US	unknown	-117.224	38.8026
